Old Label;New Label
714208;1824
10798;208
94641;858
27203;392
78555;793
278403;1333
34266;492
63812;698
136665;1033
3232;73
1127551;2327
1153150;2645
1152676;2616
6215;123
272720;1328
592986;1604
1131312;2461
72056;751
1152448;2608
1104300;1951
44455;572
643069;1710
1153942;2680
3223;70
230879;1252
642641;1701
217852;1234
642930;1708
594047;1632
3097;60
91038;842
49482;608
27535;403
134314;1024
284023;1336
294145;1359
39165;538
98698;883
1126503;2323
1955;41
711598;1822
1155073;2707
7022;157
39199;539
1128946;2367
1125092;2299
520471;1512
63549;697
577227;1574
137359;1038
682666;1789
1109873;2067
88356;834
631015;1679
576691;1569
1131257;2451
63477;695
641956;1697
785678;1860
3231;72
69397;740
158614;1102
1119180;2224
46452;585
430574;1474
1131719;2486
1050679;1909
683360;1793
105057;913
35797;504
593248;1618
67292;727
18833;324
503871;1500
1114398;2148
6238;128
118079;956
1154123;2691
159085;1105
1109392;2061
174418;1132
8874;188
9708;196
1106406;2002
308920;1372
119761;968
16843;296
152226;1081
1105433;1975
593560;1624
197054;1196
1114118;2136
714975;1830
662279;1776
27250;398
44368;571
22229;351
1102646;1923
1132157;2497
107177;918
116021;943
510715;1507
1152490;2609
180399;1151
263279;1314
14549;276
90655;840
1127558;2328
139547;1045
1108169;2042
158812;1103
309476;1373
16474;292
1109208;2060
521252;1516
243483;1281
70441;743
75318;773
1135589;2550
115188;942
503877;1501
1122460;2276
67415;728
12576;240
6184;117
38205;524
6318;130
239810;1272
56115;652
1129683;2401
51879;631
509315;1505
561611;1538
694759;1811
519318;1510
34979;497
56119;653
4804;91
255628;1300
733576;1833
1131116;2433
5966;108
103482;905
523574;1522
144330;1063
20534;336
645870;1737
118260;958
1122704;2280
145176;1068
11326;213
87363;830
235679;1262
28957;446
7032;158
644843;1730
96845;875
143676;1060
642593;1699
1138043;2574
1128291;2345
575292;1563
1107674;2036
1131300;2458
1105505;1977
1113084;2120
52835;639
643003;1709
6923;152
440815;1478
1153879;2671
1104769;1958
573964;1556
267003;1322
325497;1387
642827;1704
34315;493
75695;778
40886;552
1134346;2537
733534;1832
6378;135
1154012;2684
143801;1061
642847;1705
1153097;2641
593022;1607
337766;1394
350373;1407
368605;1420
574462;1560
671052;1779
105856;914
20602;341
46476;588
684531;1796
1272;27
1131611;2482
28851;445
29738;451
1122425;2275
1120169;2243
82087;804
411005;1458
519353;1511
1116922;2187
3237;77
1131137;2434
245955;1283
389715;1435
133567;1016
1128201;2339
93320;851
30934;455
416964;1463
31349;463
4329;83
641976;1698
1113742;2129
62676;693
141342;1053
1111052;2090
1153169;2648
28491;437
649731;1761
155736;1093
633031;1685
578646;1582
1129040;2381
1114777;2156
95435;864
1105062;1966
28227;414
164885;1114
70520;746
1125393;2302
71736;749
1119623;2230
1128839;2357
689152;1808
36131;510
91975;846
6169;115
23545;372
180301;1149
14545;275
7272;161
1153900;2677
1113926;2133
37888;521
1108841;2056
1118083;2205
108047;922
365294;1417
459214;1490
250566;1292
190706;1175
1106492;2004
135798;1032
1152358;2603
15431;280
22874;360
24043;376
58454;666
1152259;2597
68115;731
954315;1897
1153014;2634
77826;787
282700;1335
64519;706
8875;189
18532;309
94953;860
1108551;2050
33303;481
1112929;2118
646837;1748
252715;1294
40583;550
531351;1525
853114;1871
1117049;2189
686559;1803
17476;301
593210;1616
1365;28
1121176;2263
136766;1034
129287;1000
111676;932
64271;703
131317;1008
593201;1614
20193;333
179706;1147
1131464;2474
1128997;2376
568857;1553
23738;374
129558;1001
22886;364
18313;308
27543;404
32276;474
308003;1369
231249;1255
231198;1254
18619;313
102884;901
193352;1183
463825;1492
24476;377
928873;1886
202522;1206
1103394;1935
124224;978
51049;625
395725;1445
11148;211
899119;1881
69198;736
26850;389
1132486;2507
194223;1189
10169;198
649739;1762
118435;960
71336;748
1130634;2417
1123093;2283
566488;1547
6155;113
340078;1396
153063;1085
152483;1083
46470;587
1109185;2058
39131;537
594011;1629
1131192;2445
1130915;2428
38722;527
95588;867
41666;556
3084;57
36802;516
1108363;2048
1154068;2686
210872;1218
1136397;2561
